"";"X";"CODE";"codeplas";"plasnaam";"SBZ";"meetnet";"HabtypeSel";"HabtypeVel";"INSIDE_X";"INSIDE_Y";"LabSampleID";"FieldSampleID";"FieldObserver";"FieldSampleRemark";"FieldSamplingDate";"Component";"LIMSAnalysisName";"Unit";"AquaComponent";"AquaUnit";"ResultNumeric";"ResultFormatted";"ResultFormattedNumeric";"IsBelowLOQ";"IsAboveLOQ";"IsCalc";"categorie";"label";"meetreeks";"seizoen";"ResultCalc";"Locatie";"watertype"
"11957";264199;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";"83,07756529";"83.08";"83,08";FALSE;FALSE;FALSE;"Zs 3160";"EGV_calc (µS/cm)";"<2020";"zomer";83,08;"Duinven";"Zs"
"11958";264200;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";"1,12";"1.12";"1,12";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_abs (µS/cm)";"<2020";"zomer";1,12;"Duinven";"Zs"
"11959";264201;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";"1,330166271";"1.33";"1,33";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_proc (%)";"<2020";"zomer";1,33;"Duinven";"Zs"
"11960";265231;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"18,6";"18.6";"18,6";FALSE;FALSE;FALSE;"Zs 3160";"T_veld (°C)";"<2020";"zomer";18,6;"Duinven";"Zs"
"11961";265232;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"4,075";"4.075";"4,075";FALSE;FALSE;FALSE;"Zs 3160";"pH_veld (-)";"<2020";"zomer";4,075;"Duinven";"Zs"
"11962";265233;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"82";"82.0";"82";FALSE;FALSE;FALSE;"Zs 3160";"EGV25_veld (µS/cm)";"<2020";"zomer";82;"Duinven";"Zs"
"11963";265234;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0.0";"0";FALSE;FALSE;FALSE;"Zs 3160";"sal_veld (g/kg)";"<2020";"zomer";0;"Duinven";"Zs"
"11964";265235;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"7,7";"7.70";"7,7";FALSE;FALSE;FALSE;"Zs 3160";"O2_veld (mg/L)";"<2020";"zomer";7,7;"Duinven";"Zs"
"11965";265236;"AN_NOL_003";"ANTKAL0288";NA;1;"habitat/PB";"3160";"3160";"154351,375";"234226,8125";"18-009386";"AN_NOL_003";"Vincent Smeekens";NA;2018-09-11;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"82";"82.0";"82";FALSE;FALSE;FALSE;"Zs 3160";"O2verz (%)";"<2020";"zomer";82;"Duinven";"Zs"
"11966";265745;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";"45,6";"45.60";"45,6";FALSE;FALSE;FALSE;"Zs 3160";"EGV_tit (µS/cm)";"<2020";"winter";45,6;"Biezenkuilen";"Zs"
"11967";265746;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";"4,76";"4.76";"4,76";FALSE;FALSE;FALSE;"Zs 3160";"pH_labo (-)";"<2020";"winter";4,76;"Biezenkuilen";"Zs"
"11968";265747;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";"58,6";"58.60";"58,6";FALSE;FALSE;FALSE;"Zs 3160";"EGV_tit (µS/cm)";"<2020";"winter";58,6;"Stappersven";"Zs"
"11969";265748;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";"4,49";"4.49";"4,49";FALSE;FALSE;FALSE;"Zs 3160";"pH_labo (-)";"<2020";"winter";4,49;"Stappersven";"Zs"
"11970";267791;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";"-0,3538";"<1.22";"1,22";TRUE;FALSE;FALSE;"Zs 3160";"HCO3_OEP (mg/L)";"<2020";"winter";0,61;"Biezenkuilen";"Zs"
"11971";267792;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";"0";"<1.20";"1,2";TRUE;FALSE;FALSE;"Zs 3160";"CO3 (mg/L)";"<2020";"winter";0,6;"Biezenkuilen";"Zs"
"11972";267793;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";"0";"<0.36";"0,36";TRUE;FALSE;FALSE;"Zs 3160";"OH (mg/L)";"<2020";"winter";0,18;"Biezenkuilen";"Zs"
"11973";267794;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";"6,2254";"6.23";"6,23";FALSE;FALSE;FALSE;"Zs 3160";"Cl (mg/L)";"<2020";"winter";6,23;"Biezenkuilen";"Zs"
"11974";267795;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";"0,0013";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"NO2 (mg/L)";"<2020";"winter";0,05;"Biezenkuilen";"Zs"
"11975";267796;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";"0,8449";"0.84";"0,84";FALSE;FALSE;FALSE;"Zs 3160";"NO3 (mg/L)";"<2020";"winter";0,84;"Biezenkuilen";"Zs"
"11976";267797;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";"3,5163";"3.52";"3,52";FALSE;FALSE;FALSE;"Zs 3160";"SO4 (mg/L)";"<2020";"winter";3,52;"Biezenkuilen";"Zs"
"11977";267798;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";"-0,014444444";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"PO4 (mg/L)";"<2020";"winter";0,05;"Biezenkuilen";"Zs"
"11978";267799;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";"3,452105263";"3.45";"3,45";FALSE;FALSE;FALSE;"Zs 3160";"Na (mg/L)";"<2020";"winter";3,45;"Biezenkuilen";"Zs"
"11979";267800;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";"0,0641";"0.06";"0,06";FALSE;FALSE;FALSE;"Zs 3160";"NH4 (mg/L)";"<2020";"winter";0,06;"Biezenkuilen";"Zs"
"11980";267801;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";"0,8552";"0.86";"0,86";FALSE;FALSE;FALSE;"Zs 3160";"K (mg/L)";"<2020";"winter";0,86;"Biezenkuilen";"Zs"
"11981";267802;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";"0,57123";"0.57";"0,57";FALSE;FALSE;FALSE;"Zs 3160";"Mg (mg/L)";"<2020";"winter";0,57;"Biezenkuilen";"Zs"
"11982";267803;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"1,2146";"1.21";"1,21";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"<2020";"winter";1,21;"Biezenkuilen";"Zs"
"11983";267804;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Al";"ICP_MET_HNO3_1";"mg/L";"Al";"mg/L";"0,1922";"0.19";"0,19";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"<2020";"winter";0,19;"Biezenkuilen";"Zs"
"11984";267805;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Fe";"ICP_MET_HNO3_1";"mg/L";"Fe";"mg/L";"0,4142";"0.41";"0,41";FALSE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"<2020";"winter";0,41;"Biezenkuilen";"Zs"
"11985";267806;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Mn";"ICP_MET_HNO3_1";"mg/L";"Mn";"mg/L";"0,0644";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"<2020";"winter";0,05;"Biezenkuilen";"Zs"
"11986";267807;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"S";"ICP_MET_HNO3_1";"mg/L";"S";"mg/L";"1,4326";"1.43";"1,43";FALSE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"<2020";"winter";1,43;"Biezenkuilen";"Zs"
"11987";267808;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Si";"ICP_MET_HNO3_1";"mg/L";"Si";"mg/L";"0,5022";"0.50";"0,5";FALSE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"<2020";"winter";0,5;"Biezenkuilen";"Zs"
"11988";267809;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"NPOC";"CN_NPOC_TN_ANAL_W";"mg/L";"NPOC";"mg/L";"16,66234368";"16.66";"16,66";FALSE;FALSE;FALSE;"Zs 3160";"NPOC (mg/L)";"<2020";"winter";16,66;"Biezenkuilen";"Zs"
"11989";267810;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"T.N";"CN_NPOC_TN_ANAL_W";"mg/L";"TN";"mg/L";"1,544740303";"1.54";"1,54";FALSE;FALSE;FALSE;"Zs 3160";"TN (mg/L)";"<2020";"winter";1,54;"Biezenkuilen";"Zs"
"11990";267811;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";"0,1161";"0.1161";"0,1161";FALSE;FALSE;FALSE;"Zs 3160";"TP (mg/L)";"<2020";"winter";0,1161;"Biezenkuilen";"Zs"
"11991";267812;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";"0,0058";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_105 (g/L)";"<2020";"winter";0,0125;"Biezenkuilen";"Zs"
"11992";267813;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";"0,0058";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_550 (g/L)";"<2020";"winter";0,0125;"Biezenkuilen";"Zs"
"11993";267814;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";"-11,1";"<5";"5";TRUE;FALSE;FALSE;"Zs 3160";"chl_a (µg/l)";"<2020";"winter";2,5;"Biezenkuilen";"Zs"
"11994";267815;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";"124,024";"124.0";"124";FALSE;FALSE;FALSE;"Zs 3160";"faeo (µg/l)";"<2020";"winter";124;"Biezenkuilen";"Zs"
"11995";267816;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"ABSORBANTIE.1";"KLEUR_SPECTRO";"ABS";"absorptie_440";"ABS";"0,0796";"0.0796";"0,0796";FALSE;FALSE;FALSE;"Zs 3160";"absorptie_440 (ABS)";"<2020";"winter";0,0796;"Biezenkuilen";"Zs"
"11996";267817;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";"45,6";"45.60";"45,6";FALSE;FALSE;FALSE;"Zs 3160";"EGV_labo (µS/cm)";"<2020";"winter";45,6;"Biezenkuilen";"Zs"
"11997";267818;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";"41,93119385";"41.93";"41,93";FALSE;FALSE;FALSE;"Zs 3160";"EGV_calc (µS/cm)";"<2020";"winter";41,93;"Biezenkuilen";"Zs"
"11998";267819;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";"3,67";"3.67";"3,67";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_abs (µS/cm)";"<2020";"winter";3,67;"Biezenkuilen";"Zs"
"11999";267820;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";"8,048245614";"8.05";"8,05";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_proc (%)";"<2020";"winter";8,05;"Biezenkuilen";"Zs"
"12000";267821;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";"0,332024156";"0.3320";"0,332";FALSE;FALSE;FALSE;"Zs 3160";"T_kation (meq/L)";"<2020";"winter";0,332;"Biezenkuilen";"Zs"
"12001";267822;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";"0,327402606";"0.3274";"0,3274";FALSE;FALSE;FALSE;"Zs 3160";"T_anion (meq/L)";"<2020";"winter";0,3274;"Biezenkuilen";"Zs"
"12002";267823;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";"0,004624156";"0.005";"0,005";FALSE;FALSE;FALSE;"Zs 3160";"verschil_IC_abs (meq/L)";"<2020";"winter";0,005;"Biezenkuilen";"Zs"
"12003";267824;"AN_KAL_007";"ANTKAL0019";NA;1;"PB";"-";"3160";"153546,3281";"233789,5781";"17-000277";"AN_KAL_007";"Vincent Smeekens";NA;2017-01-31;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";"0,701238783";"0.7";"0,7";FALSE;FALSE;FALSE;"Zs 3160";"verschil_IC_proc (%)";"<2020";"winter";0,7;"Biezenkuilen";"Zs"
"12004";267825;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";"-1,8422";"<1.22";"1,22";TRUE;FALSE;FALSE;"Zs 3160";"HCO3_OEP (mg/L)";"<2020";"winter";0,61;"Stappersven";"Zs"
"12005";267826;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";"0";"<1.20";"1,2";TRUE;FALSE;FALSE;"Zs 3160";"CO3 (mg/L)";"<2020";"winter";0,6;"Stappersven";"Zs"
"12006";267827;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";"0";"<0.36";"0,36";TRUE;FALSE;FALSE;"Zs 3160";"OH (mg/L)";"<2020";"winter";0,18;"Stappersven";"Zs"
"12007";267828;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";"6,5894";"6.59";"6,59";FALSE;FALSE;FALSE;"Zs 3160";"Cl (mg/L)";"<2020";"winter";6,59;"Stappersven";"Zs"
"12008";267829;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";"1,00E-04";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"NO2 (mg/L)";"<2020";"winter";0,05;"Stappersven";"Zs"
"12009";267830;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";"0,7325";"0.73";"0,73";FALSE;FALSE;FALSE;"Zs 3160";"NO3 (mg/L)";"<2020";"winter";0,73;"Stappersven";"Zs"
"12010";267831;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";"7,1577";"7.16";"7,16";FALSE;FALSE;FALSE;"Zs 3160";"SO4 (mg/L)";"<2020";"winter";7,16;"Stappersven";"Zs"
"12011";267832;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";"-0,036888889";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"PO4 (mg/L)";"<2020";"winter";0,05;"Stappersven";"Zs"
"12012";267833;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";"3,710421053";"3.71";"3,71";FALSE;FALSE;FALSE;"Zs 3160";"Na (mg/L)";"<2020";"winter";3,71;"Stappersven";"Zs"
"12013";267834;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";"0,1335";"0.13";"0,13";FALSE;FALSE;FALSE;"Zs 3160";"NH4 (mg/L)";"<2020";"winter";0,13;"Stappersven";"Zs"
"12014";267835;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";"1,2348";"1.23";"1,23";FALSE;FALSE;FALSE;"Zs 3160";"K (mg/L)";"<2020";"winter";1,23;"Stappersven";"Zs"
"12015";267836;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";"0,59048";"0.59";"0,59";FALSE;FALSE;FALSE;"Zs 3160";"Mg (mg/L)";"<2020";"winter";0,59;"Stappersven";"Zs"
"12016";267837;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"1,1196";"1.12";"1,12";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"<2020";"winter";1,12;"Stappersven";"Zs"
"12017";267838;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Al";"ICP_MET_HNO3_1";"mg/L";"Al";"mg/L";"0,1753";"0.18";"0,18";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"<2020";"winter";0,18;"Stappersven";"Zs"
"12018";267839;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Fe";"ICP_MET_HNO3_1";"mg/L";"Fe";"mg/L";"0,1363";"0.14";"0,14";FALSE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"<2020";"winter";0,14;"Stappersven";"Zs"
"12019";267840;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Mn";"ICP_MET_HNO3_1";"mg/L";"Mn";"mg/L";"0,0144";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"<2020";"winter";0,05;"Stappersven";"Zs"
"12020";267841;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"S";"ICP_MET_HNO3_1";"mg/L";"S";"mg/L";"2,4703";"2.47";"2,47";FALSE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"<2020";"winter";2,47;"Stappersven";"Zs"
"12021";267842;"AN_KAL_006";"ANTKAL0387";NA;1;"PB";"-";"3160";"154958,1406";"232731,9219";"17-000278";"AN_KAL_006";"Vincent Smeekens";NA;2017-01-31;"Si";"ICP_MET_HNO3_1";"mg/L";"Si";"mg/L";"0,228";"0.23";"0,23";FALSE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"<2020";"winter";0,23;"Stappersven";"Zs"
